FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
31031,NE,Cherry County,7,11,7,11,1817.00,1465.00,413.00,252.00,46,37.1,10.5,6.4,1075.00,1630.00,855.00,543.00,26.2,39.7,20.8,13.2,1042.00,1511.00,1098.00,550.00,24.8,36,26.1,13.1,607.00,1291.00,1420.00,797.00,14.8,31.4,34.5,19.4,204.00,1277.00,1641.00,926.00,5,31.5,40.5,22.9
31033,NE,Cheyenne County,7,11,7,11,2324.00,2466.00,779.00,397.00,39,41.3,13.1,6.7,1628.00,2508.00,1181.00,790.00,26.7,41.1,19.3,12.9,1230.00,2190.00,1874.00,940.00,19.7,35.1,30.1,15.1,867.00,2308.00,2269.00,1099.00,13.3,35.3,34.7,16.8,430.00,1840.00,2704.00,1694.00,6.4,27.6,40.6,25.4
31035,NE,Clay County,9,8,8,7,2272.00,1844.00,464.00,290.00,46.7,37.9,9.5,6,1539.00,2121.00,747.00,524.00,31.2,43,15.1,10.6,1105.00,1940.00,1177.00,559.00,23.1,40.6,24.6,11.7,624.00,1751.00,1553.00,757.00,13.3,37.4,33.1,16.2,358.00,1451.00,1566.00,840.00,8.5,34.4,37.2,19.9
31037,NE,Colfax County,7,9,7,9,3342.00,1653.00,433.00,356.00,57.8,28.6,7.5,6.2,2519.00,2452.00,621.00,459.00,41.6,40.5,10.3,7.6,1775.00,2414.00,1300.00,512.00,29.6,40.2,21.7,8.5,1839.00,2425.00,1545.00,753.00,28,37,23.5,11.5,2052.00,1930.00,1665.00,1028.00,30.7,28.9,24.9,15.4
31039,NE,Cuming County,7,9,7,9,3646.00,2289.00,524.00,334.00,53.7,33.7,7.7,4.9,2690.00,2938.00,779.00,547.00,38.7,42.2,11.2,7.9,1907.00,2611.00,1381.00,791.00,28.5,39,20.6,11.8,1438.00,2738.00,1746.00,833.00,21.3,40.5,25.8,12.3,706.00,2127.00,1790.00,1443.00,11.6,35.1,29.5,23.8
31041,NE,Custer County,7,9,7,9,3848.00,3216.00,1097.00,473.00,44.6,37.2,12.7,5.5,2693.00,3816.00,1485.00,867.00,30.4,43.1,16.8,9.8,1625.00,3668.00,2148.00,897.00,19.5,44,25.8,10.8,1007.00,3114.00,2613.00,1292.00,12.5,38.8,32.6,16.1,494.00,2260.00,2966.00,1804.00,6.6,30,39.4,24
31043,NE,Dakota County,3,2,3,2,3136.00,2530.00,682.00,389.00,46.5,37.6,10.1,5.8,2936.00,4186.00,1159.00,831.00,32.2,45.9,12.7,9.1,2547.00,4213.00,2204.00,1188.00,25.1,41.5,21.7,11.7,3211.00,4387.00,3007.00,1498.00,26.5,36.2,24.8,12.4,2923.00,4399.00,3516.00,1619.00,23.5,35.3,28.2,13
31045,NE,Dawes County,7,11,7,11,2011.00,1477.00,826.00,483.00,41.9,30.8,17.2,10.1,1240.00,2099.00,958.00,947.00,23.6,40,18.3,18.1,1018.00,1566.00,1336.00,1179.00,20,30.7,26.2,23.1,656.00,1309.00,1628.00,1425.00,13.1,26.1,32.4,28.4,205.00,1337.00,1743.00,1920.00,3.9,25.7,33.5,36.9
31047,NE,Dawson County,7,8,7,8,4841.00,4313.00,1345.00,672.00,43.3,38.6,12,6,3883.00,5564.00,2107.00,1640.00,29.4,42.2,16,12.4,2763.00,5358.00,3313.00,1598.00,21.2,41.1,25.4,12.3,4007.00,5380.00,3604.00,2184.00,26.4,35.5,23.7,14.4,3367.00,4826.00,4668.00,2414.00,22,31.6,30.6,15.8
31049,NE,Deuel County,9,12,9,12,797.00,554.00,213.00,138.00,46.8,32.5,12.5,8.1,464.00,603.00,321.00,210.00,29,37.7,20.1,13.1,319.00,590.00,426.00,198.00,20.8,38.5,27.8,12.9,223.00,544.00,484.00,264.00,14.7,35.9,31.9,17.4,146.00,455.00,537.00,215.00,10.8,33.6,39.7,15.9
31051,NE,Dixon County,3,2,3,2,2081.00,1570.00,503.00,227.00,47.5,35.8,11.5,5.2,1465.00,1840.00,596.00,406.00,34,42.7,13.8,9.4,963.00,1687.00,941.00,442.00,23.9,41.8,23.3,11,741.00,1638.00,1183.00,585.00,17.9,39.5,28.5,14.1,467.00,1366.00,1215.00,819.00,12.1,35.3,31.4,21.2
31053,NE,Dodge County,4,5,4,5,8158.00,7602.00,2120.00,1411.00,42.3,39.4,11,7.3,6740.00,9418.00,2899.00,2337.00,31.5,44,13.6,10.9,4864.00,9211.00,5335.00,3032.00,21.7,41,23.8,13.5,3926.00,9569.00,6716.00,3576.00,16.5,40.2,28.2,15,2727.00,8641.00,8541.00,4656.00,11.1,35.2,34.8,19
31055,NE,Douglas County,2,2,2,2,74508.00,74983.00,26457.00,25783.00,36.9,37.2,13.1,12.8,52772.00,86431.00,42062.00,45875.00,23.2,38.1,18.5,20.2,40560.00,78849.00,77380.00,65087.00,15.5,30.1,29.5,24.9,37210.00,76728.00,89426.00,89712.00,12.7,26.2,30.5,30.6,34494.00,78011.00,107622.00,144986.00,9.4,21.4,29.5,39.7
31057,NE,Dundy County,9,12,9,12,901.00,633.00,232.00,133.00,47.4,33.3,12.2,7,748.00,675.00,285.00,192.00,39.4,35.5,15,10.1,511.00,647.00,391.00,232.00,28.7,36.3,22,13,287.00,504.00,566.00,273.00,17.6,30.9,34.7,16.7,220.00,316.00,464.00,303.00,16.9,24.3,35.6,23.3
31059,NE,Fillmore County,9,12,8,7,2109.00,2048.00,551.00,288.00,42.2,41,11,5.8,1580.00,2296.00,726.00,507.00,30.9,44.9,14.2,9.9,905.00,2154.00,1229.00,580.00,18.6,44.2,25.2,11.9,536.00,1948.00,1363.00,714.00,11.8,42.7,29.9,15.7,321.00,1361.00,1512.00,872.00,7.9,33.5,37.2,21.4
31061,NE,Franklin County,9,10,9,10,1630.00,1024.00,282.00,116.00,53.4,33.6,9.2,3.8,1157.00,1109.00,407.00,286.00,39.1,37.5,13.8,9.7,821.00,991.00,695.00,336.00,28.9,34.9,24.4,11.8,361.00,996.00,775.00,401.00,14.3,39.3,30.6,15.8,169.00,792.00,894.00,388.00,7.5,35.3,39.9,17.3
31063,NE,Frontier County,9,10,9,10,1048.00,889.00,254.00,100.00,45.7,38.8,11.1,4.4,639.00,918.00,339.00,276.00,29.4,42.3,15.6,12.7,390.00,913.00,535.00,215.00,19,44.5,26.1,10.5,228.00,672.00,693.00,348.00,11.7,34.6,35.7,17.9,74.00,530.00,822.00,391.00,4.1,29.2,45.2,21.5
31065,NE,Furnas County,9,12,9,12,2222.00,1620.00,353.00,299.00,49.4,36,7.9,6.7,1378.00,1823.00,670.00,482.00,31.7,41.9,15.4,11.1,985.00,1495.00,1026.00,480.00,24.7,37.5,25.7,12,595.00,1497.00,1065.00,607.00,15.8,39.8,28.3,16.1,378.00,1110.00,1288.00,584.00,11.3,33,38.3,17.4
31067,NE,Gage County,6,5,6,5,7204.00,5442.00,1437.00,1089.00,47.5,35.9,9.5,7.2,5969.00,6305.00,1798.00,1556.00,38.2,40.3,11.5,10,4118.00,6065.00,3691.00,1765.00,26.3,38.8,23.6,11.3,2828.00,6098.00,4340.00,2423.00,18,38.9,27.7,15.4,1523.00,5427.00,5100.00,3162.00,10,35.7,33.5,20.8
31069,NE,Garden County,9,12,9,12,801.00,706.00,238.00,97.00,43.5,38.3,12.9,5.3,575.00,764.00,375.00,200.00,30,39.9,19.6,10.4,414.00,640.00,458.00,244.00,23.6,36.4,26.1,13.9,249.00,679.00,518.00,239.00,14.8,40.3,30.7,14.2,85.00,459.00,573.00,324.00,5.9,31.9,39.8,22.5
31071,NE,Garfield County,9,12,9,12,805.00,511.00,175.00,64.00,51.8,32.9,11.3,4.1,592.00,590.00,199.00,153.00,38.6,38.5,13,10,388.00,549.00,355.00,191.00,26.2,37,23.9,12.9,260.00,503.00,427.00,184.00,18.9,36.6,31.1,13.4,54.00,460.00,581.00,374.00,3.7,31.3,39.6,25.5
31073,NE,Gosper County,9,8,9,8,611.00,522.00,116.00,38.00,47.5,40.6,9,3,432.00,597.00,199.00,116.00,32.1,44.4,14.8,8.6,286.00,539.00,352.00,190.00,20.9,39.4,25.7,13.9,168.00,592.00,490.00,267.00,11.1,39,32.3,17.6,111.00,434.00,566.00,465.00,7,27.5,35.9,29.5
31075,NE,Grant County,9,12,9,12,139.00,215.00,63.00,49.00,29.8,46.1,13.5,10.5,104.00,268.00,89.00,57.00,20.1,51.7,17.2,11,53.00,182.00,198.00,74.00,10.5,35.9,39.1,14.6,48.00,154.00,169.00,122.00,9.7,31.2,34.3,24.7,14.00,167.00,160.00,125.00,3,35.8,34.3,26.8
31077,NE,Greeley County,9,10,8,7,1054.00,925.00,245.00,68.00,46,40.4,10.7,3,607.00,1016.00,267.00,180.00,29.3,49.1,12.9,8.7,409.00,865.00,442.00,223.00,21.1,44.6,22.8,11.5,304.00,713.00,552.00,244.00,16.8,39.3,30.4,13.5,101.00,569.00,719.00,271.00,6.1,34.3,43.3,16.3
31079,NE,Hall County,5,8,3,2,9379.00,9306.00,2920.00,1819.00,40,39.7,12.5,7.8,6985.00,12234.00,4918.00,3576.00,25.2,44.1,17.7,12.9,6422.00,11225.00,8820.00,4509.00,20.7,36.2,28.5,14.6,6113.00,12196.00,10579.00,5481.00,17.8,35.5,30.8,15.9,6041.00,12291.00,12511.00,8452.00,15.4,31.3,31.8,21.5
31081,NE,Hamilton County,7,9,3,2,2012.00,2096.00,611.00,264.00,40.4,42.1,12.3,5.3,1428.00,2392.00,993.00,736.00,25.7,43.1,17.9,13.3,1155.00,2235.00,1612.00,750.00,20.1,38.9,28,13,639.00,2148.00,2197.00,1142.00,10.4,35.1,35.9,18.6,311.00,1894.00,2536.00,1578.00,4.9,30,40.1,25
31083,NE,Harlan County,9,10,9,10,1162.00,1058.00,344.00,188.00,42.2,38.4,12.5,6.8,763.00,1399.00,385.00,309.00,26.7,49,13.5,10.8,519.00,1109.00,735.00,350.00,19.1,40.9,27.1,12.9,381.00,1014.00,870.00,410.00,14.2,37.9,32.5,15.3,164.00,639.00,1022.00,527.00,7,27.2,43.5,22.4
31085,NE,Hayes County,9,10,9,10,388.00,364.00,116.00,47.00,42.4,39.8,12.7,5.1,187.00,421.00,167.00,66.00,22.2,50.1,19.9,7.8,163.00,328.00,259.00,90.00,19.4,39,30.8,10.7,79.00,295.00,269.00,84.00,10.9,40.6,37,11.6,64.00,172.00,299.00,120.00,9.8,26.3,45.6,18.3
31087,NE,Hitchcock County,9,12,9,12,1144.00,865.00,356.00,112.00,46.2,34.9,14.4,4.5,780.00,1086.00,453.00,231.00,30.6,42.6,17.8,9.1,486.00,961.00,733.00,300.00,19.6,38.8,29.6,12.1,313.00,821.00,745.00,301.00,14.4,37.7,34.2,13.8,158.00,675.00,825.00,354.00,7.9,33.5,41,17.6
31089,NE,Holt County,7,11,7,11,3480.00,2660.00,765.00,294.00,48.3,36.9,10.6,4.1,2532.00,3461.00,1216.00,691.00,32.1,43.8,15.4,8.7,1924.00,3213.00,1891.00,1029.00,23.9,39.9,23.5,12.8,1199.00,3190.00,2239.00,1120.00,15.5,41.2,28.9,14.5,456.00,2318.00,2674.00,1569.00,6.5,33,38.1,22.4
31091,NE,Hooker County,9,12,9,12,267.00,278.00,64.00,37.00,41.3,43,9.9,5.7,188.00,266.00,109.00,75.00,29.5,41.7,17.1,11.8,115.00,240.00,130.00,76.00,20.5,42.8,23.2,13.5,58.00,231.00,185.00,88.00,10.3,41.1,32.9,15.7,33.00,180.00,163.00,135.00,6.5,35.2,31.9,26.4
31093,NE,Howard County,9,8,3,2,1829.00,1290.00,461.00,226.00,48.1,33.9,12.1,5.9,1280.00,1828.00,569.00,405.00,31.4,44.8,13.9,9.9,980.00,1819.00,806.00,340.00,24.8,46.1,20.4,8.6,553.00,1872.00,1286.00,616.00,12.8,43.3,29.7,14.2,228.00,1618.00,1676.00,943.00,5.1,36.2,37.5,21.1
31095,NE,Jefferson County,7,9,7,9,3332.00,2140.00,659.00,339.00,51.5,33.1,10.2,5.2,2296.00,2466.00,1087.00,554.00,35.9,38.5,17,8.7,1522.00,2490.00,1314.00,775.00,24.9,40.8,21.5,12.7,929.00,2386.00,1719.00,844.00,15.8,40.6,29.2,14.4,457.00,1919.00,1855.00,919.00,8.9,37.3,36,17.8
31097,NE,Johnson County,8,7,8,7,1840.00,1171.00,349.00,154.00,52.4,33.3,9.9,4.4,1337.00,1473.00,338.00,308.00,38.7,42.6,9.8,8.9,872.00,1526.00,624.00,281.00,26.4,46.2,18.9,8.5,615.00,1365.00,700.00,463.00,19.6,43.4,22.3,14.7,516.00,1615.00,984.00,659.00,13.7,42.8,26.1,17.5
31099,NE,Kearney County,7,8,7,8,1562.00,1572.00,513.00,344.00,39.1,39.4,12.9,8.6,1175.00,1812.00,804.00,603.00,26.7,41.2,18.3,13.7,875.00,1446.00,1322.00,793.00,19.7,32.6,29.8,17.9,529.00,1628.00,1458.00,979.00,11.5,35.4,31.7,21.3,158.00,1289.00,1793.00,1179.00,3.6,29.2,40.6,26.7
31101,NE,Keith County,7,9,7,9,1984.00,1759.00,745.00,319.00,41.3,36.6,15.5,6.6,1528.00,2504.00,969.00,644.00,27.1,44.4,17.2,11.4,1053.00,2329.00,1561.00,745.00,18.5,40.9,27.4,13.1,820.00,2249.00,2008.00,1026.00,13.4,36.9,32.9,16.8,505.00,1895.00,2351.00,1224.00,8.5,31.7,39.3,20.5
31103,NE,Keya Paha County,9,12,9,12,297.00,278.00,111.00,36.00,41.1,38.5,15.4,5,253.00,344.00,125.00,64.00,32.2,43.8,15.9,8.1,167.00,287.00,208.00,58.00,23.2,39.9,28.9,8.1,121.00,246.00,207.00,107.00,17.8,36.1,30.4,15.7,25.00,163.00,192.00,127.00,4.9,32.1,37.9,25
31105,NE,Kimball County,6,6,8,7,1167.00,1317.00,429.00,312.00,36.2,40.8,13.3,9.7,912.00,1160.00,551.00,296.00,31.2,39.7,18.9,10.1,741.00,1028.00,702.00,358.00,26.2,36.3,24.8,12.7,440.00,1055.00,969.00,385.00,15.4,37,34,13.5,301.00,968.00,969.00,431.00,11.3,36.3,36.3,16.1
31107,NE,Knox County,9,10,9,10,3657.00,2326.00,616.00,265.00,53.3,33.9,9,3.9,2741.00,2825.00,972.00,556.00,38.6,39.8,13.7,7.8,1898.00,2728.00,1370.00,579.00,28.9,41.5,20.8,8.8,1165.00,2556.00,1811.00,930.00,18,39.6,28,14.4,459.00,1975.00,2140.00,1263.00,7.9,33.8,36.7,21.6
31109,NE,Lancaster County,2,2,2,2,23922.00,32534.00,13768.00,14923.00,28.1,38.2,16.2,17.5,19818.00,39073.00,22544.00,25585.00,18.5,36.5,21.1,23.9,15450.00,37059.00,41127.00,35684.00,11.9,28.7,31.8,27.6,14514.00,38559.00,49931.00,49743.00,9.5,25.2,32.7,32.6,12282.00,41828.00,63367.00,76759.00,6.3,21.5,32.6,39.5
31111,NE,Lincoln County,5,8,5,8,6477.00,6763.00,1966.00,1160.00,39.6,41.3,12,7.1,5088.00,9215.00,4022.00,2516.00,24.4,44.2,19.3,12.1,3855.00,7903.00,5981.00,2937.00,18.6,38.2,28.9,14.2,3106.00,7591.00,8345.00,3694.00,13.7,33.4,36.7,16.2,1577.00,6944.00,10187.00,5666.00,6.5,28.5,41.8,23.2
31113,NE,Logan County,9,8,9,8,315.00,213.00,41.00,35.00,52.2,35.3,6.8,5.8,149.00,268.00,103.00,61.00,25.6,46.1,17.7,10.5,92.00,211.00,163.00,72.00,17.1,39.2,30.3,13.4,48.00,199.00,222.00,55.00,9.2,38,42.4,10.5,37.00,186.00,273.00,121.00,6,30.1,44.2,19.6
31115,NE,Loup County,9,12,9,12,285.00,181.00,57.00,23.00,52.2,33.2,10.4,4.2,150.00,240.00,78.00,60.00,28.4,45.5,14.8,11.4,102.00,210.00,113.00,46.00,21.7,44.6,24,9.8,40.00,208.00,174.00,65.00,8.2,42.7,35.7,13.3,9.00,136.00,200.00,117.00,1.9,29.4,43.3,25.3
31117,NE,McPherson County,9,8,9,8,162.00,99.00,36.00,27.00,50,30.6,11.1,8.3,141.00,134.00,54.00,41.00,38.1,36.2,14.6,11.1,81.00,128.00,126.00,33.00,22,34.8,34.2,9,41.00,143.00,96.00,80.00,11.4,39.7,26.7,22.2,35.00,77.00,140.00,71.00,10.8,23.8,43.3,22
31119,NE,Madison County,5,8,5,8,7096.00,5223.00,2093.00,1066.00,45.8,33.7,13.5,6.9,5626.00,6843.00,3482.00,2147.00,31.1,37.8,19.2,11.9,4439.00,7278.00,6005.00,2704.00,21.7,35.6,29.4,13.2,3787.00,7341.00,6901.00,3695.00,17.4,33.8,31.8,17,2195.00,6971.00,8480.00,5270.00,9.6,30.4,37,23
31121,NE,Merrick County,7,8,3,2,2248.00,1806.00,553.00,326.00,45.6,36.6,11.2,6.6,1652.00,2358.00,791.00,512.00,31.1,44.4,14.9,9.6,1224.00,2215.00,1256.00,622.00,23,41.7,23.6,11.7,796.00,2262.00,1563.00,811.00,14.7,41.6,28.8,14.9,317.00,1944.00,2264.00,980.00,5.8,35.3,41.1,17.8
31123,NE,Morrill County,9,10,9,10,1780.00,1121.00,330.00,232.00,51.4,32.4,9.5,6.7,1383.00,1395.00,610.00,322.00,37.3,37.6,16.4,8.7,942.00,1433.00,796.00,461.00,25.9,39.5,21.9,12.7,738.00,1252.00,1073.00,512.00,20.6,35,30,14.3,421.00,1085.00,1201.00,657.00,12.5,32.3,35.7,19.5
31125,NE,Nance County,9,10,8,7,1726.00,948.00,286.00,180.00,55,30.2,9.1,5.7,1033.00,1215.00,417.00,234.00,35.6,41.9,14.4,8.1,828.00,1054.00,667.00,305.00,29,36.9,23.4,10.7,514.00,1028.00,807.00,302.00,19.4,38.8,30.4,11.4,173.00,952.00,939.00,462.00,6.8,37.7,37.2,18.3
31127,NE,Nemaha County,7,11,7,11,2057.00,1887.00,642.00,499.00,40.5,37.1,12.6,9.8,1670.00,2032.00,748.00,728.00,32.3,39.2,14.4,14.1,1151.00,1829.00,1144.00,934.00,22.8,36.2,22.6,18.5,710.00,1628.00,1444.00,1125.00,14.5,33.2,29.4,22.9,376.00,1371.00,1566.00,1276.00,8.2,29.9,34.1,27.8
31129,NE,Nuckolls County,9,10,9,12,2150.00,1820.00,310.00,236.00,47.6,40.3,6.9,5.2,1381.00,2044.00,485.00,402.00,32,47.4,11.2,9.3,1040.00,1690.00,902.00,406.00,25.8,41.9,22.3,10.1,554.00,1427.00,1117.00,469.00,15.5,40,31.3,13.1,248.00,1045.00,1135.00,643.00,8.1,34,37,20.9
31131,NE,Otoe County,6,6,6,6,4457.00,3579.00,908.00,528.00,47.1,37.8,9.6,5.6,3305.00,4479.00,1160.00,731.00,34.2,46.3,12,7.6,2185.00,4081.00,2129.00,1270.00,22.6,42.2,22,13.1,1493.00,4097.00,2905.00,1878.00,14.4,39.5,28,18.1,784.00,3831.00,3690.00,2542.00,7.2,35.3,34,23.4
31133,NE,Pawnee County,9,10,9,10,1349.00,1167.00,258.00,143.00,46.2,40,8.8,4.9,941.00,1261.00,318.00,201.00,34.6,46.3,11.7,7.4,591.00,1059.00,455.00,262.00,25,44.7,19.2,11.1,364.00,1004.00,540.00,320.00,16.3,45.1,24.2,14.4,238.00,782.00,577.00,329.00,12.4,40.6,30,17.1
31135,NE,Perkins County,9,10,9,10,960.00,757.00,228.00,165.00,45.5,35.9,10.8,7.8,689.00,838.00,429.00,316.00,30.3,36.9,18.9,13.9,470.00,760.00,629.00,374.00,21,34,28.2,16.7,279.00,751.00,749.00,380.00,12.9,34.8,34.7,17.6,240.00,517.00,685.00,563.00,12,25.8,34.2,28.1
31137,NE,Phelps County,7,9,7,9,2212.00,2259.00,730.00,491.00,38.9,39.7,12.8,8.6,1606.00,2545.00,1180.00,839.00,26,41.2,19.1,13.6,969.00,2733.00,1748.00,996.00,15,42.4,27.1,15.5,715.00,2358.00,2153.00,1339.00,10.9,35.9,32.8,20.4,421.00,1877.00,2508.00,1475.00,6.7,29.9,39.9,23.5
31139,NE,Pierce County,9,8,9,8,2590.00,1649.00,415.00,257.00,52.7,33.6,8.5,5.2,1822.00,2268.00,603.00,403.00,35.8,44.5,11.8,7.9,1325.00,2169.00,1098.00,457.00,26.2,43,21.7,9.1,774.00,2116.00,1463.00,666.00,15.4,42.2,29.1,13.3,222.00,1610.00,1888.00,1122.00,4.6,33.3,39,23.2
31141,NE,Platte County,5,8,5,8,6102.00,5498.00,1301.00,932.00,44.1,39.7,9.4,6.7,4461.00,7110.00,2612.00,2175.00,27.3,43.5,16,13.3,3742.00,7171.00,4983.00,2326.00,20.5,39.4,27.3,12.8,3054.00,7231.00,6272.00,3431.00,15.3,36.2,31.4,17.2,2411.00,6482.00,8139.00,4738.00,11.1,29.8,37.4,21.8
31143,NE,Polk County,9,10,9,10,1734.00,1647.00,415.00,217.00,43.2,41,10.3,5.4,1123.00,1939.00,575.00,376.00,28,48.3,14.3,9.4,739.00,1656.00,1017.00,481.00,19,42.5,26.1,12.4,519.00,1557.00,1287.00,523.00,13.4,40.1,33.1,13.5,313.00,1129.00,1402.00,794.00,8.6,31,38.5,21.8
31145,NE,Red Willow County,7,11,7,11,2857.00,2536.00,1077.00,498.00,41,36.4,15.5,7.1,1849.00,3308.00,1434.00,926.00,24.6,44,19.1,12.3,1343.00,2839.00,2244.00,1125.00,17.8,37.6,29.7,14.9,904.00,2620.00,2830.00,1136.00,12.1,35,37.8,15.2,549.00,2400.00,3006.00,1405.00,7.5,32.6,40.8,19.1
31147,NE,Richardson County,7,11,7,11,3815.00,2695.00,750.00,502.00,49.1,34.7,9.7,6.5,2736.00,3098.00,808.00,816.00,36.7,41.5,10.8,10.9,1845.00,2981.00,1283.00,807.00,26.7,43.1,18.6,11.7,1189.00,2745.00,1720.00,889.00,18.2,42,26.3,13.6,448.00,2092.00,2137.00,1099.00,7.8,36.2,37,19
31149,NE,Rock County,9,12,9,12,714.00,454.00,165.00,68.00,51,32.4,11.8,4.9,455.00,588.00,257.00,155.00,31.3,40.4,17.7,10.7,275.00,530.00,396.00,135.00,20.6,39.7,29.6,10.1,157.00,521.00,413.00,151.00,12.6,41.9,33.3,12.2,34.00,346.00,402.00,236.00,3.3,34,39.5,23.2
31151,NE,Saline County,6,6,6,6,3663.00,2824.00,703.00,497.00,47.7,36.7,9.1,6.5,2694.00,3558.00,987.00,858.00,33.3,43.9,12.2,10.6,1965.00,3441.00,1740.00,1030.00,24,42.1,21.3,12.6,1632.00,3423.00,2416.00,1220.00,18.8,39.4,27.8,14,1465.00,2953.00,2876.00,1576.00,16.5,33.3,32.4,17.8
31153,NE,Sarpy County,2,2,2,2,7413.00,12217.00,4298.00,4212.00,26.3,43.4,15.3,15,6162.00,18872.00,9165.00,9300.00,14.2,43.4,21.1,21.4,5339.00,17271.00,21423.00,14976.00,9,29.3,36.3,25.4,4967.00,18236.00,28276.00,22325.00,6.7,24.7,38.3,30.2,5233.00,25175.00,39399.00,46108.00,4.5,21.7,34,39.8
31155,NE,Saunders County,2,2,2,2,4650.00,3549.00,1087.00,468.00,47.7,36.4,11.1,4.8,3688.00,5061.00,1553.00,1036.00,32.5,44.6,13.7,9.1,2496.00,4800.00,3200.00,1426.00,20.9,40.3,26.8,12,1722.00,5006.00,4113.00,2206.00,13.2,38.4,31.5,16.9,982.00,4481.00,5319.00,3679.00,6.8,31,36.8,25.4
31157,NE,Scotts Bluff County,5,8,5,8,8452.00,6279.00,2539.00,1803.00,44.3,32.9,13.3,9.5,7533.00,7849.00,4214.00,2793.00,33.6,35.1,18.8,12.5,5984.00,7683.00,6413.00,3235.00,25.7,33,27.5,13.9,4954.00,7196.00,7952.00,4212.00,20.4,29.6,32.7,17.3,2900.00,6942.00,8784.00,5529.00,12,28.7,36.4,22.9
31159,NE,Seward County,2,2,2,2,3516.00,2716.00,690.00,610.00,46.7,36.1,9.2,8.1,2756.00,3618.00,1267.00,1076.00,31.6,41.5,14.5,12.3,1817.00,3596.00,2544.00,1384.00,19.5,38.5,27.2,14.8,1256.00,3189.00,3306.00,2258.00,12.5,31.9,33,22.6,652.00,3107.00,3963.00,3137.00,6,28.6,36.5,28.9
31161,NE,Sheridan County,9,12,9,12,2006.00,1482.00,557.00,265.00,46.5,34.4,12.9,6.1,1543.00,1781.00,771.00,559.00,33.2,38.3,16.6,12,1144.00,1592.00,1047.00,694.00,25.6,35.6,23.4,15.5,590.00,1539.00,1377.00,726.00,13.9,36.4,32.5,17.2,351.00,1220.00,1298.00,847.00,9.4,32.8,34.9,22.8
31163,NE,Sherman County,9,10,8,7,1594.00,799.00,233.00,133.00,57.8,29,8.4,4.8,1033.00,1145.00,291.00,170.00,39.1,43.4,11,6.4,678.00,1012.00,469.00,279.00,27.8,41.5,19.2,11.4,423.00,961.00,716.00,255.00,18,40.8,30.4,10.8,156.00,804.00,811.00,448.00,7,36.2,36.5,20.2
31165,NE,Sioux County,9,10,9,8,558.00,416.00,128.00,85.00,47,35,10.8,7.2,265.00,534.00,222.00,125.00,23.1,46.6,19.4,10.9,243.00,353.00,277.00,189.00,22.9,33.2,26.1,17.8,137.00,322.00,333.00,217.00,13.6,31.9,33,21.5,57.00,246.00,278.00,256.00,6.8,29.4,33.2,30.6
31167,NE,Stanton County,9,8,9,8,1780.00,1002.00,293.00,157.00,55.1,31,9.1,4.9,1209.00,1399.00,646.00,345.00,33.6,38.9,17.9,9.6,775.00,1530.00,1175.00,288.00,20.6,40.6,31.2,7.6,561.00,1544.00,1402.00,558.00,13.8,38,34.5,13.7,258.00,1284.00,1796.00,725.00,6.3,31.6,44.2,17.8
31169,NE,Thayer County,9,12,9,12,2434.00,1716.00,449.00,312.00,49.6,34.9,9.1,6.4,1886.00,2031.00,621.00,460.00,37.7,40.6,12.4,9.2,1276.00,1841.00,1080.00,479.00,27.3,39.4,23.1,10.2,822.00,1602.00,1230.00,647.00,19.1,37.2,28.6,15,274.00,1276.00,1359.00,674.00,7.6,35.6,37.9,18.8
31171,NE,Thomas County,9,10,9,10,242.00,145.00,95.00,39.00,46.4,27.8,18.2,7.5,136.00,253.00,127.00,64.00,23.4,43.6,21.9,11,115.00,212.00,154.00,62.00,21.2,39,28.4,11.4,86.00,170.00,181.00,91.00,16.3,32.2,34.3,17.2,29.00,108.00,219.00,117.00,6.1,22.8,46.3,24.7
